ID,Season,Player Name,Team,Position,Games Played (G),Games Started (GS),Minutes Played (MP),Field Goals Made (FG),Field Goal Attempts (FGA),Field Goal Percentage (FG%),3-Point Field Goals Made (3P),3-Point Field Goal Attempts (3PA),3-Point Field Goal Percentage (3P%),2-Point Field Goals Made (2P),2-Point Field Goal Attempts (2PA),2-Point Field Goal Percentage (2P%),Effective Field Goal Percentage (eFG%),Free Throws Made (FT),Free Throw Attempts (FTA),Free Throw Percentage (FT%),Offensive Rebounds (ORB),Offensive Rebound Percentage (ORB%),Defensive Rebounds (DRB),Defensive Rebound Percentage (DRB%),Total Rebounds (TRB),Total Rebounds Per Game,Total Rebound Percentage (TRB%),Assists (AST),Assist Percentage (AST%),Steals (STL),Steal Percentage (STL%),Blocks (BLK),Block Percentage (BLK%),Personal Fouls (PF),Points (PTS),Turnovers (TOV),Turnover Percentage (TOV%),Player Efficiency Rating (PER)
3436,2024,Wesley Matthews,ATL,SG,36,3,11.5,0.9,2.7,.351,0.7,1.9,.348,0.3,0.8,.357,.474,0.5,0.7,.750,0.3,2.3,1.2,12.1,1.5,1.5,7.0,0.6,6.9,0.4,1.9,0.3,2.4,1.2,3.1,0.2,6.9,8.2
3437,2024,Dalen Terry,CHI,SG,59,2,11.5,1.2,2.7,.439,0.3,1.3,.230,0.9,1.4,.627,.494,0.4,0.7,.581,0.5,4.7,1.4,14.1,1.9,1.9,9.3,1.4,15.6,0.5,2.0,0.3,2.7,1.4,3.1,0.5,15.4,10.2
3438,2024,Gabe Vincent,LAL,PG,11,0,19.8,1.4,4.5,.306,0.3,2.5,.107,1.1,1.9,.571,.337,0.1,0.2,.500,0.4,2.1,0.5,2.4,0.8,0.8,2.3,1.9,11.6,0.8,2.0,0.0,0.0,1.7,3.1,0.5,9.1,3.1
3439,2024,Mike Muscala,3TM,C,53,6,11.3,1.1,2.9,.359,0.5,1.8,.292,0.5,1.1,.467,.449,0.3,0.5,.680,0.7,7.0,1.6,15.8,2.4,2.4,11.3,0.7,7.6,0.2,0.7,0.2,1.8,1.0,3.0,0.4,11.6,7.5
3440,2024,Mike Muscala,WAS,C,24,2,14.1,1.4,3.8,.367,0.6,2.1,.275,0.8,1.6,.487,.444,0.6,0.8,.750,0.9,6.8,2.2,17.2,3.1,3.1,11.9,0.9,8.2,0.2,0.7,0.3,1.7,1.3,4.0,0.7,13.9,7.6
3441,2024,Mike Muscala,DET,C,13,4,13.2,1.2,3.4,.341,1.0,2.6,.382,0.2,0.8,.200,.489,0.2,0.3,.500,0.8,6.4,1.5,12.6,2.2,2.2,9.5,0.8,7.7,0.2,0.8,0.4,2.5,1.0,3.5,0.2,4.2,8.9
3442,2024,Mike Muscala,OKC,C,16,0,5.7,0.5,1.4,.364,0.1,0.7,.091,0.4,0.7,.636,.386,0.0,0.1,.000,0.4,8.9,0.9,16.5,1.3,1.3,12.9,0.3,5.3,0.1,0.5,0.1,1.0,0.5,1.1,0.3,15.1,4.3
3443,2024,Johnny Davis,WAS,SG,50,6,12.3,1.2,3.1,.403,0.3,0.8,.350,1.0,2.3,.421,.448,0.3,0.5,.583,0.4,3.1,1.1,9.6,1.4,1.4,6.3,0.6,6.6,0.4,1.4,0.2,1.3,1.1,3.0,0.3,7.3,6.2
3444,2024,Saben Lee,PHO,PG,24,0,7.7,0.8,2.3,.364,0.1,0.7,.125,0.8,1.6,.462,.382,1.2,1.6,.744,0.4,5.8,0.9,12.8,1.3,1.3,9.5,1.3,21.0,0.3,1.8,0.1,1.4,0.5,3.0,0.3,10.0,13.5
3445,2024,Olivier-Maxence Prosper,DAL,PF,40,1,8.4,1.0,2.6,.385,0.3,1.1,.289,0.7,1.5,.458,.447,0.7,1.0,.683,0.6,8.2,1.4,17.5,2.0,2.0,12.8,0.6,8.4,0.2,1.0,0.1,1.0,0.5,3.0,0.2,6.2,11.6
3446,2024,Trevelin Queen,ORL,SG,14,0,11.8,1.0,2.7,.368,0.2,1.2,.176,0.8,1.5,.524,.408,0.6,0.9,.750,0.2,2.1,1.2,12.2,1.4,1.4,7.1,1.3,14.5,0.5,2.1,0.4,2.8,1.1,2.9,0.5,13.9,8.3
3447,2024,Jeremiah Robinson-Earl,NOP,PF,39,1,8.6,1.2,2.4,.474,0.3,1.0,.333,0.8,1.4,.571,.542,0.3,0.4,.750,0.6,7.8,1.4,17.5,1.9,1.9,12.7,0.5,8.4,0.3,1.5,0.1,1.2,0.6,2.9,0.4,13.6,11.8
3448,2024,Nate Williams,HOU,SG,22,0,5.9,1.2,2.3,.540,0.1,0.2,.400,1.1,2.0,.556,.560,0.3,0.6,.538,0.5,9.9,0.5,9.2,1.0,1.0,9.6,0.3,8.3,0.2,1.5,0.0,0.7,0.5,2.9,0.2,6.7,15.6
3449,2024,D.J. Carton,TOR,SG,4,0,9.0,0.8,2.0,.375,0.3,1.0,.250,0.5,1.0,.500,.438,1.0,1.3,.800,0.5,6.0,0.5,6.2,1.0,1.0,6.1,0.8,10.5,0.3,1.3,0.0,0.0,0.8,2.8,0.3,8.9,9.6
3450,2024,Henri Drell,CHI,SF,4,0,7.5,1.0,2.5,.400,0.5,1.5,.333,0.5,1.0,.500,.500,0.3,0.5,.500,0.3,3.7,0.8,11.4,1.0,1.0,7.5,1.0,18.3,0.5,3.3,0.3,3.4,1.5,2.8,0.5,15.5,10.7
3451,2024,Orlando Robinson,MIA,C,36,7,8.4,1.0,2.0,.500,0.2,0.4,.533,0.8,1.6,.491,.556,0.5,0.7,.760,0.8,10.4,1.6,21.0,2.3,2.3,15.7,0.9,15.8,0.2,1.1,0.2,2.6,1.0,2.8,0.5,17.8,14.0
3452,2024,Emoni Bates,CLE,SF,15,0,8.9,1.0,3.3,.306,0.7,2.2,.303,0.3,1.1,.313,.408,0.1,0.3,.250,0.1,0.9,0.9,10.9,0.9,0.9,5.9,0.7,10.0,0.1,0.4,0.1,1.4,0.3,2.7,0.5,13.6,2.6
3453,2024,Leaky Black,CHO,SF,26,3,10.9,1.0,2.0,.481,0.3,0.8,.450,0.6,1.2,.500,.567,0.4,0.6,.667,0.3,3.5,1.5,15.9,1.8,1.8,9.5,0.9,11.4,0.3,1.4,0.4,3.6,0.7,2.7,0.2,9.3,11.5
3454,2024,Damian Jones,CLE,C,39,0,6.9,1.1,1.8,.597,0.1,0.4,.214,1.0,1.5,.690,.618,0.5,0.5,.857,0.5,8.4,1.1,17.3,1.6,1.6,12.9,0.4,7.9,0.2,1.3,0.3,4.3,0.7,2.7,0.3,13.8,15.8
3455,2024,Malik Williams,TOR,C,7,2,15.3,1.3,4.9,.265,0.1,0.7,.200,1.1,4.1,.276,.279,0.0,0.3,.000,2.1,15.1,3.3,24.1,5.4,5.4,19.5,0.3,2.4,0.4,1.4,0.6,3.3,2.1,2.7,0.4,7.9,4.9
3456,2024,Timmy Allen,MEM,SF,5,0,25.0,1.2,4.6,.261,0.0,1.4,.000,1.2,3.2,.375,.261,0.2,0.4,.500,0.8,3.4,2.6,11.8,3.4,3.4,7.4,1.0,5.4,0.8,1.6,0.0,0.0,3.6,2.6,0.4,7.7,0.8
3457,2024,Moussa Diabaté,LAC,C,11,0,5.8,0.9,1.7,.526,0.0,0.0,,0.9,1.7,.526,.526,0.8,1.3,.643,1.4,27.4,0.8,15.4,2.2,2.2,21.2,0.4,8.6,0.5,3.9,0.1,1.4,0.4,2.6,0.2,7.4,24.7
3458,2024,Otto Porter Jr.,TOR,SF,15,1,11.6,0.9,2.2,.424,0.5,1.5,.348,0.4,0.7,.600,.545,0.2,0.2,1.000,0.4,3.7,1.5,14.8,1.9,1.9,9.2,0.5,5.8,0.3,1.4,0.3,2.5,1.3,2.6,0.1,5.5,8.7
3459,2024,Alex Fudge,2TM,SF,6,0,6.7,1.0,2.5,.400,0.2,0.8,.200,0.8,1.7,.500,.433,0.3,0.3,1.000,0.7,11.3,0.2,2.7,0.8,0.8,6.9,0.0,0.0,0.5,3.6,0.0,0.0,0.3,2.5,0.3,11.2,9.8
3460,2024,Alex Fudge,LAL,SF,4,0,3.5,0.3,1.5,.167,0.0,0.5,.000,0.3,1.0,.250,.167,0.5,0.5,1.000,0.5,16.7,0.0,0.0,0.5,0.5,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.3,12.7,-1.9
3461,2024,Alex Fudge,DAL,SF,2,0,13.0,2.5,4.5,.556,0.5,1.5,.333,2.0,3.0,.667,.611,0.0,0.0,,1.0,8.4,0.5,4.2,1.5,1.5,6.3,0.0,0.0,1.5,5.5,0.0,0.0,0.5,5.5,0.5,10.0,16.2
3462,2024,Dylan Windler,3TM,SF,17,0,6.4,0.9,1.8,.500,0.8,1.6,.481,0.1,0.2,.667,.717,0.0,0.0,,0.2,2.9,0.8,13.4,0.9,0.9,8.1,0.6,12.3,0.1,0.9,0.0,0.0,0.4,2.5,0.1,6.3,14.2
3463,2024,Dylan Windler,NYK,SF,3,0,2.3,0.3,0.7,.500,0.3,0.7,.500,0.0,0.0,,.750,0.0,0.0,,0.0,0.0,0.3,16.1,0.3,0.3,8.0,0.3,20.0,0.0,0.0,0.0,0.0,0.3,1.0,0.0,0.0,15.5
3464,2024,Dylan Windler,LAL,SF,8,0,3.5,0.5,1.1,.444,0.5,1.0,.500,0.0,0.1,.000,.667,0.0,0.0,,0.0,0.0,0.4,11.3,0.4,0.4,6.0,0.8,28.2,0.0,0.0,0.0,0.0,0.3,1.5,0.0,0.0,15.9
3465,2024,Dylan Windler,ATL,SF,6,0,12.2,1.7,3.2,.526,1.3,2.8,.471,0.3,0.3,1.000,.737,0.0,0.0,,0.5,4.3,1.5,14.0,2.0,2.0,9.0,0.5,5.5,0.3,1.3,0.0,0.0,0.5,4.7,0.3,9.5,13.4
3466,2024,Greg Brown III,DAL,PF,6,0,6.7,0.8,1.8,.455,0.2,0.5,.333,0.7,1.3,.500,.500,0.7,1.5,.444,0.5,8.2,1.0,16.3,1.5,1.5,12.3,0.7,13.0,0.0,0.0,0.7,8.8,0.8,2.5,0.7,21.1,10.5
3467,2024,Furkan Korkmaz,PHI,SG,35,0,8.6,0.9,2.2,.395,0.4,1.1,.350,0.5,1.0,.444,.487,0.4,0.6,.700,0.1,1.4,0.7,9.7,0.9,0.9,5.5,0.7,11.0,0.4,2.3,0.1,0.9,0.5,2.5,0.3,10.5,9.2
3468,2024,Alex Len,SAC,C,48,0,9.3,1.0,1.7,.617,0.0,0.1,.000,1.0,1.6,.641,.617,0.4,0.7,.588,1.0,11.3,1.7,21.2,2.7,2.7,16.1,1.0,14.4,0.2,1.2,0.7,6.8,1.4,2.5,0.6,22.0,14.7
3469,2024,Markieff Morris,DAL,PF,26,1,8.3,0.9,2.6,.338,0.6,1.6,.357,0.3,1.0,.308,.449,0.2,0.2,.833,0.2,2.0,1.3,17.6,1.5,1.5,9.9,0.6,9.4,0.2,1.1,0.1,1.2,0.5,2.5,0.5,14.5,6.6
3470,2024,Harry Giles,2TM,C,23,0,4.3,1.0,2.2,.460,0.1,0.6,.214,0.9,1.6,.556,.490,0.3,0.6,.538,0.5,12.8,0.8,20.0,1.3,1.3,16.4,0.3,10.5,0.1,1.0,0.1,2.7,0.7,2.4,0.3,9.7,14.8
3471,2024,Harry Giles,BRK,C,16,0,5.1,1.4,2.8,.500,0.2,0.7,.273,1.2,2.1,.576,.534,0.4,0.8,.538,0.8,15.7,0.9,19.5,1.6,1.6,17.6,0.4,13.0,0.1,0.6,0.2,3.3,0.9,3.4,0.4,10.8,18.5
3472,2024,Harry Giles,LAL,C,7,0,2.7,0.1,0.9,.167,0.0,0.4,.000,0.1,0.4,.333,.167,0.0,0.0,,0.0,0.0,0.6,22.3,0.6,0.6,11.7,0.0,0.0,0.1,2.5,0.0,0.0,0.0,0.3,0.0,0.0,-1.0
3473,2024,AJ Griffin,ATL,SF,20,0,8.6,0.9,3.1,.290,0.5,2.0,.256,0.4,1.2,.348,.371,0.1,0.1,1.000,0.1,1.2,0.8,10.6,0.9,0.9,5.7,0.3,3.7,0.1,0.3,0.1,1.1,0.3,2.4,0.4,11.3,1.2
3474,2024,Mouhamadou Gueye,TOR,PF,11,0,10.9,1.0,3.5,.289,0.0,0.3,.000,1.0,3.2,.314,.289,0.4,0.8,.444,1.1,10.8,1.0,10.3,2.1,2.1,10.5,0.5,5.3,0.3,1.2,1.6,13.2,1.4,2.4,1.1,22.2,4.6
3475,2024,Joe Harris,DET,SG,16,0,10.6,0.9,2.4,.359,0.6,1.9,.333,0.3,0.6,.444,.487,0.1,0.1,.500,0.2,1.9,0.6,6.7,0.8,0.8,4.3,0.6,7.7,0.2,0.8,0.1,1.0,1.2,2.4,0.3,9.1,4.6
3476,2024,Cory Joseph,GSW,PG,26,0,11.4,0.9,2.5,.359,0.5,1.6,.310,0.4,0.8,.455,.461,0.2,0.3,.571,0.2,2.2,0.9,8.6,1.2,1.2,5.5,1.6,17.2,0.2,0.7,0.1,0.9,1.0,2.4,0.5,15.2,6.2
3477,2024,Xavier Moon,LAC,SG,14,1,8.5,1.1,3.3,.326,0.1,1.2,.118,0.9,2.1,.448,.348,0.1,0.1,.500,0.6,7.9,0.7,9.2,1.3,1.3,8.5,1.5,23.4,0.2,1.2,0.2,2.3,0.6,2.4,0.4,9.6,8.1
3478,2024,Jamaree Bouyea,2TM,PG,9,0,10.6,1.1,3.1,.357,0.1,1.0,.111,1.0,2.1,.474,.375,0.0,0.0,,0.3,3.4,1.8,19.2,2.1,2.1,11.0,1.2,15.9,0.1,0.5,0.0,0.0,1.1,2.3,1.0,24.3,1.5
3479,2024,Jamaree Bouyea,POR,PG,6,0,9.5,0.8,3.5,.238,0.0,1.3,.000,0.8,2.2,.385,.238,0.0,0.0,,0.3,3.7,1.3,16.7,1.7,1.7,9.8,1.3,19.4,0.0,0.0,0.0,0.0,0.5,1.7,1.3,27.6,-4.8
3480,2024,Jamaree Bouyea,SAS,PG,3,0,12.7,1.7,2.3,.714,0.3,0.3,1.000,1.3,2.0,.667,.786,0.0,0.0,,0.3,2.8,2.7,23.0,3.0,3.0,12.8,1.0,10.7,0.3,1.2,0.0,0.0,2.3,3.7,0.3,12.5,11.1
3481,2024,Amari Bailey,CHO,PG,10,0,6.5,0.8,2.4,.333,0.1,0.8,.125,0.7,1.6,.438,.354,0.6,0.7,.857,0.6,10.1,0.3,5.3,0.9,0.9,7.8,0.7,15.2,0.3,2.3,0.0,0.0,0.2,2.3,0.4,12.9,9.7
3482,2024,Isaiah Mobley,CLE,PF,10,0,7.2,1.0,2.4,.417,0.3,1.0,.300,0.7,1.4,.500,.479,0.0,0.1,.000,0.3,4.7,0.7,10.8,1.0,1.0,7.8,0.6,11.5,0.2,1.4,0.0,0.0,0.6,2.3,0.2,7.6,8.1
3483,2024,Chuma Okeke,ORL,SF,47,8,9.2,0.9,2.4,.357,0.5,1.7,.280,0.4,0.6,.567,.460,0.1,0.1,.571,0.4,4.9,1.3,17.0,1.7,1.7,10.9,0.4,6.2,0.2,1.0,0.1,1.5,0.4,2.3,0.3,12.2,6.9
3484,2024,Olivier Sarr,OKC,C,15,0,6.5,0.7,1.3,.579,0.1,0.4,.333,0.6,0.9,.692,.632,0.7,1.0,.667,0.7,11.8,1.7,28.5,2.4,2.4,20.5,0.1,2.5,0.0,0.0,0.5,6.6,1.2,2.3,0.2,10.5,14.8
3485,2024,Dereon Seabron,NOP,SG,6,0,9.2,0.7,2.2,.308,0.2,0.3,.500,0.5,1.8,.273,.346,0.8,1.0,.833,0.2,2.0,1.0,12.0,1.2,1.2,7.1,0.8,11.2,0.3,1.8,0.2,1.8,0.7,2.3,0.0,0.0,9.2
3486,2024,Cole Swider,MIA,SF,18,0,4.8,0.8,2.1,.395,0.6,1.7,.333,0.3,0.4,.625,.526,0.1,0.1,1.000,0.1,1.3,0.3,7.9,0.4,0.4,4.6,0.3,8.8,0.1,0.6,0.1,1.1,0.2,2.3,0.4,17.1,7.1
3487,2024,Udoka Azubuike,PHO,C,16,0,7.1,1.0,1.4,.696,0.0,0.0,,1.0,1.4,.696,.696,0.2,0.8,.231,0.7,11.6,1.3,20.0,2.0,2.0,16.0,0.2,3.6,0.1,0.4,0.4,4.7,1.1,2.2,0.3,12.2,12.3
3488,2024,Reggie Bullock,HOU,SF,44,0,9.5,0.8,1.9,.415,0.6,1.5,.403,0.2,0.3,.467,.579,0.0,0.0,1.000,0.1,1.5,1.5,17.4,1.7,1.7,9.4,0.3,4.6,0.3,1.4,0.1,1.1,0.7,2.2,0.2,10.8,7.7
3489,2024,Trent Forrest,ATL,SG,38,0,10.9,0.9,2.4,.378,0.1,0.3,.200,0.8,2.1,.400,.389,0.3,0.4,.765,0.3,2.8,1.1,10.9,1.3,1.3,6.7,2.4,27.6,0.3,1.3,0.1,0.7,0.7,2.2,0.5,17.0,8.9
3490,2024,Nate Hinton,HOU,SG,15,0,5.0,0.7,1.7,.423,0.5,0.9,.500,0.3,0.8,.333,.558,0.3,0.3,.800,0.5,9.9,1.0,21.7,1.5,1.5,15.7,0.7,18.6,0.2,1.9,0.1,2.5,0.7,2.2,0.2,9.6,17.6
3491,2024,Andre Jackson Jr.,MIL,SG,57,8,10.0,0.9,1.8,.500,0.3,0.8,.370,0.6,0.9,.611,.585,0.1,0.2,.727,0.8,8.4,1.2,13.1,2.0,2.0,10.8,0.9,10.8,0.3,1.3,0.1,0.9,1.6,2.2,0.5,21.1,8.5
3492,2024,Julian Phillips,CHI,SF,40,0,8.1,0.8,1.9,.416,0.3,1.0,.316,0.5,1.0,.513,.494,0.3,0.5,.684,0.3,4.1,0.6,8.5,0.9,0.9,6.2,0.3,5.3,0.2,1.1,0.2,2.2,1.0,2.2,0.3,10.5,7.0
3493,2024,Ish Wainright,2TM,SF,11,0,5.6,0.6,2.2,.292,0.6,1.8,.350,0.0,0.4,.000,.438,0.2,0.2,1.000,0.3,5.8,1.0,20.8,1.3,1.3,12.7,0.1,2.0,0.4,3.2,0.1,1.5,0.7,2.1,0.2,7.4,8.9
3494,2024,Ish Wainright,POR,SF,7,0,6.6,0.9,2.6,.333,0.9,2.3,.375,0.0,0.3,.000,.500,0.3,0.3,1.000,0.0,0.0,1.3,23.3,1.3,1.3,11.0,0.0,0.0,0.3,2.1,0.1,2.0,0.6,2.9,0.1,5.0,10.2
3495,2024,Ish Wainright,PHO,SF,4,0,4.0,0.3,1.5,.167,0.3,1.0,.250,0.0,0.5,.000,.250,0.0,0.0,,0.8,22.3,0.5,13.4,1.3,1.3,17.7,0.3,7.6,0.5,6.1,0.0,0.0,1.0,0.8,0.3,14.3,5.2
3496,2024,Colby Jones,SAC,SG,30,0,6.4,0.9,2.4,.394,0.1,0.7,.091,0.9,1.6,.531,.408,0.2,0.4,.545,0.6,9.7,0.8,13.7,1.3,1.3,11.7,0.7,13.9,0.2,1.8,0.2,2.4,1.0,2.1,0.3,11.6,8.9
3497,2024,Mamadi Diakite,2TM,PF,6,0,4.0,0.7,1.0,.667,0.0,0.2,.000,0.7,0.8,.800,.667,0.7,1.0,.667,0.2,4.5,0.5,13.8,0.7,0.7,9.1,0.3,13.5,0.2,2.1,0.2,3.5,0.3,2.0,0.2,10.4,18.6
3498,2024,Mamadi Diakite,SAS,PF,3,0,5.3,1.3,1.7,.800,0.0,0.0,,1.3,1.7,.800,.800,1.3,2.0,.667,0.3,6.7,0.7,13.6,1.0,1.0,10.1,0.7,20.3,0.0,0.0,0.3,5.2,0.3,4.0,0.0,0.0,30.4
3499,2024,Mamadi Diakite,NYK,PF,3,0,2.7,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.3,14.1,0.3,0.3,7.0,0.0,0.0,0.3,6.3,0.0,0.0,0.3,0.0,0.3,50.0,-5.2
3500,2024,Kobe Brown,LAC,PF,44,0,9.0,0.8,2.0,.411,0.3,1.1,.292,0.5,1.0,.548,.489,0.0,0.0,.500,0.5,5.9,1.0,11.6,1.4,1.4,8.9,0.6,8.1,0.3,1.5,0.1,1.4,1.1,2.0,0.2,9.0,7.6
3501,2024,JD Davison,BOS,SG,8,0,4.9,0.6,1.5,.417,0.4,0.9,.429,0.3,0.6,.400,.542,0.4,0.5,.750,0.3,5.8,1.0,21.2,1.3,1.3,13.8,1.3,32.9,0.1,1.3,0.1,2.3,0.5,2.0,0.3,12.7,18.8
3502,2024,Jordan Ford,SAC,PG,6,0,3.7,0.7,1.2,.571,0.3,0.5,.667,0.3,0.7,.500,.714,0.3,0.3,1.000,0.0,0.0,0.3,10.4,0.3,0.3,5.1,0.3,12.8,0.0,0.0,0.0,0.0,0.0,2.0,0.2,11.3,16.8
3503,2024,Kevon Harris,ORL,SG,2,0,3.0,1.0,1.5,.667,0.0,0.0,,1.0,1.5,.667,.667,0.0,0.0,,0.0,0.0,1.0,39.5,1.0,1.0,19.6,0.5,33.0,0.0,0.0,0.0,0.0,1.5,2.0,0.5,25.0,11.1
3504,2024,D'Moi Hodge,LAL,SG,7,0,5.9,0.7,2.1,.333,0.4,1.7,.250,0.3,0.4,.667,.433,0.1,0.3,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,15.6,0.1,1.2,0.1,2.1,0.6,2.0,0.1,5.9,6.1
3505,2024,Ty Jerome,CLE,SG,2,0,7.5,1.0,2.0,.500,0.0,0.5,.000,1.0,1.5,.667,.500,0.0,0.0,,0.5,7.6,0.0,0.0,0.5,0.5,3.7,1.5,27.3,0.0,0.0,0.0,0.0,1.0,2.0,0.5,20.0,7.6
3506,2024,Markquis Nowell,TOR,SG,1,0,4.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,2.0,2.0,1.000,2.0,53.9,0.0,0.0,2.0,2.0,27.5,2.0,57.1,1.0,12.1,0.0,0.0,0.0,2.0,0.0,0.0,55.5
3507,2024,Jericho Sims,NYK,C,45,11,13.0,0.8,1.2,.691,0.0,0.0,,0.8,1.2,.691,.691,0.4,0.5,.667,1.2,10.7,2.0,17.5,3.3,3.3,14.1,0.6,5.4,0.2,0.7,0.4,3.0,1.0,2.0,0.4,19.6,10.9
3508,2024,Lindell Wigginton,MIL,PG,3,0,2.7,0.7,1.7,.400,0.0,0.7,.000,0.7,1.0,.667,.400,0.7,0.7,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.0,0.3,14.5,5.6
3509,2024,Isaiah Wong,IND,SG,1,0,4.0,1.0,3.0,.333,0.0,1.0,.000,1.0,2.0,.500,.333,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-1.1
3510,2024,Justin Minaya,POR,SF,34,1,11.2,0.6,2.2,.297,0.4,1.4,.245,0.3,0.7,.400,.378,0.1,0.3,.556,0.9,8.3,0.8,8.1,1.6,1.6,8.2,0.6,7.3,0.3,1.2,0.3,2.4,1.0,1.8,0.3,10.3,5.8
3511,2024,Daishen Nix,MIN,PG,15,0,3.3,0.6,1.6,.375,0.4,1.1,.353,0.2,0.5,.429,.500,0.2,0.4,.500,0.1,2.4,0.1,4.3,0.2,0.2,3.4,0.4,17.8,0.3,4.9,0.0,0.0,0.1,1.8,0.3,15.8,12.3
3512,2024,Cody Zeller,NOP,C,43,0,7.4,0.6,1.4,.419,0.0,0.1,.333,0.6,1.4,.424,.427,0.5,0.9,.605,1.1,16.9,1.5,22.0,2.6,2.6,19.5,0.9,15.2,0.2,1.4,0.1,1.5,1.0,1.8,0.4,16.9,12.8
3513,2024,Taj Gibson,2TM,PF,20,1,10.2,0.8,1.9,.405,0.1,0.5,.200,0.7,1.4,.481,.432,0.1,0.1,1.000,0.6,6.6,1.3,13.8,1.9,1.9,10.2,0.6,6.9,0.2,0.7,0.4,3.2,1.6,1.7,0.3,11.7,5.9
3514,2024,Taj Gibson,NYK,PF,16,1,10.3,0.4,1.4,.304,0.0,0.4,.000,0.4,1.1,.412,.304,0.1,0.1,1.000,0.6,6.8,1.1,12.3,1.8,1.8,9.5,0.6,6.7,0.1,0.6,0.4,3.4,1.8,1.0,0.3,17.3,3.2
3515,2024,Taj Gibson,DET,PF,4,0,9.8,2.0,3.5,.571,0.5,1.0,.500,1.5,2.5,.600,.643,0.0,0.0,,0.5,5.6,1.8,20.4,2.3,2.3,12.9,0.5,8.0,0.3,1.2,0.3,2.2,0.8,4.5,0.0,0.0,17.6
3516,2024,P.J. Tucker,2TM,PF,31,10,15.7,0.6,1.6,.360,0.4,1.1,.371,0.2,0.5,.333,.490,0.1,0.1,1.000,0.9,6.7,1.8,12.9,2.7,2.7,9.8,0.5,3.9,0.5,1.6,0.2,1.3,1.7,1.7,0.3,13.5,5.9
3517,2024,P.J. Tucker,PHI,PF,3,3,22.0,0.7,1.7,.400,0.7,1.7,.400,0.0,0.0,,.600,0.0,0.0,,0.3,1.6,4.3,22.1,4.7,4.7,11.7,0.0,0.0,1.0,2.2,0.7,2.8,3.0,2.0,0.7,28.6,4.7
3518,2024,P.J. Tucker,LAC,PF,28,7,15.0,0.6,1.6,.356,0.4,1.1,.367,0.2,0.5,.333,.478,0.1,0.1,1.000,1.0,7.5,1.6,11.4,2.5,2.5,9.5,0.6,4.5,0.5,1.5,0.2,1.1,1.6,1.6,0.2,11.5,6.1
3519,2024,Kessler Edwards,SAC,SF,54,0,5.1,0.6,1.5,.415,0.4,1.0,.385,0.3,0.6,.467,.537,0.1,0.2,.556,0.2,3.6,0.6,13.7,0.8,0.8,8.5,0.3,7.1,0.2,1.8,0.1,1.3,0.5,1.7,0.1,4.4,10.3
3520,2024,Leonard Miller,MIN,SF,17,0,3.1,0.8,1.2,.650,0.1,0.3,.400,0.6,0.9,.733,.700,0.1,0.1,.500,0.3,11.5,0.9,31.3,1.2,1.2,21.8,0.5,25.5,0.1,1.9,0.1,1.7,0.3,1.7,0.1,4.6,27.0
3521,2024,Jason Preston,UTA,PG,7,0,10.1,0.9,2.7,.316,0.0,0.4,.000,0.9,2.3,.375,.316,0.0,0.0,,0.9,9.4,1.6,16.9,2.4,2.4,13.2,2.3,28.7,0.3,1.4,0.1,1.3,0.4,1.7,0.3,9.5,10.5
3522,2024,Jordan Walsh,BOS,SF,9,1,9.2,0.7,1.7,.400,0.2,1.0,.222,0.4,0.7,.667,.467,0.1,0.2,.500,0.6,6.8,1.7,18.7,2.2,2.2,13.0,0.6,7.2,0.6,3.0,0.1,1.1,1.2,1.7,0.3,15.9,8.4
3523,2024,Jalen Hood-Schifino,LAL,SG,21,0,5.2,0.5,2.1,.222,0.1,0.7,.133,0.4,1.4,.267,.244,0.6,1.0,.600,0.1,2.1,0.5,10.7,0.6,0.6,6.6,0.4,9.1,0.1,1.3,0.1,1.6,0.6,1.6,0.4,14.3,-1.5
3524,2024,Jett Howard,ORL,SF,18,0,3.7,0.6,1.7,.333,0.4,1.4,.280,0.2,0.3,.600,.450,0.1,0.2,.500,0.1,1.7,0.3,10.6,0.4,0.4,6.1,0.3,13.0,0.1,1.5,0.1,2.8,0.2,1.6,0.2,8.6,8.6
3525,2024,Seth Lundy,ATL,SF,9,0,5.8,0.4,1.9,.235,0.3,1.4,.231,0.1,0.4,.250,.324,0.3,0.4,.750,0.1,2.0,0.7,13.1,0.8,0.8,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.6,0.1,5.1,0.0
3526,2024,Jordan Miller,LAC,SF,8,0,3.5,0.6,1.1,.556,0.1,0.3,.500,0.5,0.9,.571,.611,0.3,0.3,1.000,0.4,12.5,0.3,7.8,0.6,0.6,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.6,0.1,9.2,14.1
